432,7.2623,2.4208
433,7.2236,2.4079
434,7.2401,2.4134
435,7.2798,2.4266
436,7.3119,2.4373
437,7.3282,2.4427
438,7.2956,2.4319
439,7.3124,2.4375
440,7.3451,2.4484
441,7.4069,2.469
442,7.3911,2.4637
443,7.4496,2.4832
444,7.4768,2.4923
445,7.4399,2.48
446,7.4219,2.474
447,7.4905,2.4968
448,7.5248,2.5083
449,7.4987,2.4996
450,7.5326,2.5109
451,7.5222,2.5074
452,7.6106,2.5369
453,7.5816,2.5272
454,7.604,2.5347
455,7.5888,2.5296
456,7.5929,2.531
457,7.606,2.5353
458,7.6986,2.5662
459,7.7105,2.5702
460,7.6696,2.5565
461,7.7562,2.5854
462,7.7518,2.5839
463,7.7657,2.5886
464,7.8157,2.6052
465,7.7367,2.5789
466,7.7924,2.5975
467,7.8157,2.6052
468,7.8417,2.6139
469,7.8083,2.6028
470,7.8827,2.6276
471,7.8386,2.6129
472,7.9057,2.6352
473,7.9379,2.646
474,7.9321,2.644
475,7.9618,2.6539
476,7.938,2.646
477,7.9979,2.666
478,7.9881,2.6627
479,7.977,2.659
480,8.0211,2.6737
481,8.0263,2.6754
482,8.0408,2.6803
483,8.0956,2.6985
484,8.1023,2.7008
485,8.108,2.7027
486,8.1051,2.7017
487,8.1859,2.7286
488,8.2028,2.7343
489,8.1617,2.7206
490,8.2115,2.7372
491,8.2446,2.7482
492,8.2788,2.7596
493,8.292,2.764
494,8.2551,2.7517
495,8.2496,2.7499
496,8.3297,2.7766
497,8.278,2.7593
498,8.2992,2.7664
499,8.3356,2.7785
500,8.4014,2.8005
501,8.3916,2.7972
502,8.4086,2.8029
503,8.4593,2.8198
504,8.4408,2.8136
505,8.401,2.8003
506,8.4976,2.8325
507,8.4942,2.8314
508,8.498,2.8327
509,8.4935,2.8312
510,8.5091,2.8364
511,8.5481,2.8494
512,8.5394,2.8465
513,8.5382,2.8461
514,8.5669,2.8556
515,8.5925,2.8642
516,8.6031,2.8677
517,8.6606,2.8869
518,8.699,2.8997
519,8.7144,2.9048
520,8.7302,2.9101
521,8.7375,2.9125
522,8.7693,2.9231
523,8.7781,2.926
524,8.737,2.9123
525,8.8327,2.9442
526,8.7594,2.9198
527,8.8317,2.9439
528,8.8049,2.935
529,8.8244,2.9415
530,8.8506,2.9502
531,8.8531,2.951
532,8.9007,2.9669
533,8.9617,2.9872
534,8.9228,2.9743
535,8.9584,2.9861
536,8.9773,2.9924
537,9.0048,3.0016
538,8.9902,2.9967
539,9.0525,3.0175
540,9.0754,3.0251
541,9.0751,3.025
542,9.0452,3.0151
543,9.113,3.0377
544,9.0643,3.0214
545,9.1171,3.039
546,9.1444,3.0481
547,9.1704,3.0568
548,9.155,3.0517
549,9.2062,3.0687
550,9.2387,3.0796
551,9.1723,3.0574
552,9.1972,3.0657
553,9.2863,3.0954
554,9.2588,3.0863
555,9.2745,3.0915
556,9.3459,3.1153
557,9.3417,3.1139
558,9.3814,3.1271
559,9.3234,3.1078
560,9.3263,3.1088
561,9.3718,3.1239
562,9.4,3.1333
563,9.4237,3.1412
564,9.481,3.1603
565,9.4493,3.1498
566,9.4568,3.1523
567,9.5328,3.1776
568,9.4761,3.1587
569,9.5332,3.1777
570,9.5798,3.1933
571,9.5671,3.189
572,9.5466,3.1822
573,9.5864,3.1955
574,9.5501,3.1834
575,9.655,3.2183
576,9.6238,3.2079
577,9.6301,3.21
578,9.7117,3.2372
579,9.6794,3.2265
580,9.6788,3.2263
581,9.6751,3.225
582,9.7416,3.2472
583,9.7153,3.2384
584,9.724,3.2413
585,9.7914,3.2638
586,9.7787,3.2596
587,9.8029,3.2676
588,9.8558,3.2853
589,9.8858,3.2953
590,9.8515,3.2838
591,9.9295,3.3098
592,9.9454,3.3151
593,9.8873,3.2958
594,9.9602,3.3201
595,9.9616,3.3205
596,10.009,3.3362
597,9.9936,3.3312
598,10.02,3.3401
599,10.041,3.347
600,10.022,3.3406
601,10.025,3.3417
